_id,singkat,hasil
9728,sbelah,sebelah
9729,baek,baik
9730,ciusss,serius
9731,palinf,paling
9732,fav,favorit
9733,maak,emak
9734,ngakaaaakkk,mengakak
9735,gokill,gila
9736,kocakkkkkk,kocak
9737,ngekek,mengekek
9738,capee,cape
9739,pegangin,pegangi
9740,nyender,menyandar
9741,manjain,manjakan
9742,peleotin,meleotkan
9743,bng,bang
9744,termurahhhh,termurah
9745,nyatakan,menyatakan
9746,graaatiiiis,gratis
9747,meriahh,meriah
9748,cantikkkm,cantik
9749,parahh,parah
9750,bingits,banget
9751,yuppss,ya
9752,nyindir,menyindir
9753,onoh,sana
9754,anakny,anaknya
9755,staf2nya,staf stafnya
9756,begete,banget
9757,manteppp,mantap
9758,hati2,hati hati
9759,jangan2,jangan jangan
9760,kata2nya,kata katanya
9761,ynk,sayang
9762,diemin,diamkan
9763,hancurin,hancurkan
9764,haragain,menghargai
9765,jgn2,jangan jangan
9766,sbaiknya,sebaiknya
9767,mngerti,mengerti
9768,fakta2,fakta fakta
9769,nilai2,nilai nilai
9770,buka2,buka buka
9771,nyinyirin,nyinyir
9772,pd,pada
9773,ngomomg,mengomong
9774,kbetulan,kebetulan
9775,orgtuanya,orang tuanya
9776,ngamatin,mengamati
9777,ngintip,mengintip
9778,ngintilin,mengintil
9779,smnjak,semenjak
9780,trbukti,terbukti
9781,nyambet,menyambat
9782,eloo,lu
9783,apa2nya,apa apanya
9784,goblokkk,goblok
9785,sesatt,sesat
9786,ibliss,iblis
9787,kbiasaan,kebiasaan
9788,hdpnya,hidupnya
9789,anknya,anaknya
9790,anak2nya,anak anaknya
9791,tdnya,tadinya
9792,ank2nya,anak anaknya
9793,branjak,beranjak
9794,ank2,anak anak
9795,masyarakay,masyarakat
9796,menegerti,mengerti
9797,nasehatin,menasihati
9798,ngaca,mengaca
9799,kakkkk,kakak
9800,slamet,selamat
9801,nari,menari
9802,mf,maaf
9803,ngcpin,mengucapkan
9804,woowwww,wow
9805,iaa,iya
9806,kebagi,terbagi
9807,nerusin,meneruskan
9808,wihh,weh
9809,tetapppp,tetap
9810,gantenggg,ganteng
9811,jakety,jaketnya
9812,pusingggg,pusing
9813,pucing,pusing
9814,ihhhh,ih
9815,maho,manusia homo
9816,gantng,ganteng
9817,hilangv,hilang
9818,bungggg,bung
9819,gapap,enggak apa apa
9820,pling,paling
9821,gokiiill,gila
9822,busedh,buset
9823,gokilnya,gilanya
9824,duluuu,dulu
9825,keceee,kece
9826,nyaa,nya
9827,gilaa,gila
9828,duuhhh,duh
9829,amiiiiinnnnn,amin
9830,tullus,tulus
9831,pluk,peluk
9832,durhaka2,durhaka durhaka
9833,kpada,kepada
9834,ktaa,kita
9835,tetaplaah,tetaplah
9836,ajja,saja
9837,dech,deh
9838,oprasi,operasi
9839,gya,gaya
9840,kndung,kandung
9841,ksenangan,kesenangan
9842,ddpt,didapat
9843,jwab,jawab
9844,mmbodohkan,membodohkan
9845,orlaen,orang lain
9846,aplikasiin,mengaplikasikan
9847,berangat,berangkat
9848,praktekin,mempraktikkan
9849,dahh,dah
9850,omdo,omong doang
9851,cabe2,cabe cabe
9852,prjuangan,perjuangan
9853,kmewahan,kemewahan
9854,ddpat,didapat
9855,mnilai,menilai
9856,kata2,kata kata
9857,usahh,usah
9858,segala2nya,segala galanya
9859,sekarng,sekarang
9860,hay,hai
9861,bhagia,bahagia
9862,korek2,korek korek
9863,sasama,sesama
9864,dehh,deh
9865,cabe2an,cabe cabean
9866,terong2an,terong terongan
9867,seklian,sekalian
9868,tuuu,itu
9869,ngurusan,mengurusi
9870,campurin,mencampuri
9871,emnknya,memangnya
9872,unyuu,unyu
9873,mrangkul,merangkul
9874,lh,lah
9875,manusiy,manusia
9876,teringt,teringat
9877,pilihnmu,pilihanmu
9878,swmntara,sementara
9879,orang2,orang orang
9880,liht,lihat
9881,suaminy,suaminya
9882,jadulnya,zaman dulunya
9883,mantaff,mantap
9884,bagaimna,bagaimana
9885,mulusssss,mulus
9886,kpleset,kepleset
9887,kepeleset,kepleset
9888,kayanye,kayaknya
9889,amiinnnn,amin
9890,komen2an,berbalas komen
9891,wewww,wow
9892,dumsss,dong
9893,perbaikin,perbaiki
9894,permasalhkan,mempermasalahkan
9895,betul2,betul betul
9896,jauhin,jauhi
9897,adiik,adik
9898,manisss,manis
9899,ddlm,di dalam
9900,dkuburnya,dikuburnya
9901,rata2,rata rata
9902,critamu,ceritamu
9903,bres,beres
9904,cmkn,camkan
9905,diurusin,diurus
9906,donks,dong
9907,mengperbolehkan,memperbolehkan
9908,ngri,negeri
9909,lma,lama
9910,ngebolehin,memperbolehkan
9911,gausa,enggak usah
9912,maksain,memaksakan
9913,smog,semoga
9914,mnerima,menerima
9915,baikxa,baiknya
9916,aaamin,amin
9917,amienn,amin
9918,sekangen2,sekangen kangen
9919,amiiiiiiiiiinnnnnnn,amin
9920,nolongin,menolong
9921,amiiiiiiiiiiin,amin
9922,seluru,seluruh
9923,amiennn,amin
9924,tebir,ribet
9925,doangam,doang
9926,amad,amat
9927,mkst,maksud
9928,wong2,orang orang
9929,rempong,ribet
9930,kerjaan,pekerjaan
9931,bingittzz,banget
9932,bangets,banget
9933,dwh,deh
9934,bante,bantai
9935,la,lah
9936,komenannya,komentarnya
9937,hadapin,hadapi
9938,dengarin,dengarkan
9939,widihh,weh
9940,mantepp,mantap
9941,cita2,cita cita
9942,syratnya,syaratnya
9943,pnjang,panjang
9944,shat,sehat
9945,inginkn,inginkan
9946,belanjaa,belanja
9947,burem,buram
9948,kancang,kencang
9949,mansyoallah,masyaallah
9950,canttttikkk,cantik
9951,subhanalloh,subhanallah
9952,lkuin,lakukan
9953,langgenh,langgeng
9954,foto2nya,foto fotonya
9955,salluutt,salut
9956,warbiyasah,luar biasa
9957,keedaannya,keadaannya
9958,lagu2,lagu lagu
9959,saya2,saya saya
9960,lagu2nya,lagu lagunya
9961,gra2,gara gara
9962,jlek,jelek
9963,udah2,sudah sudah
9964,curhat2,curhat curhat
9965,matany,matanya
9966,dteng,datang
9967,baju2,baju baju
9968,buruannn,buruan
9969,perubut,perunut
9970,bagus2,bagus bagus
9971,say,sayang
9972,mmbela,membela
9973,mslhnya,masalahnya
9974,llki,lelaki
9975,dluar,di luar
9976,sna,sana
9977,boleh2,boleh boleh
9978,maluuuu,malu
9979,beda2,beda beda
9980,nyaranin,menyarankan
9981,tongolin,menongol
9982,cabol,cabul
9983,nyet,monyet
9984,muna,munafik
9985,jing,anjing
9986,nihh,nih
9987,hidiyah,hidayah
9988,percya,percaya
9989,cek2,cek cek
9990,mgk,mungkin
9991,sapa2,siapa siapa
9992,termurahhh,termurah
9993,banyaaaaaak,banyak
9994,baik2nya,baik baiknya
9995,tunjukan,tunjukkan
9996,anak2mu,anak anakmu
9997,anak2,anak anak
9998,ngasih2,mengasih ngasih
9999,amit2,amit amit
10000,mba,mbak
10001,terbaeq,terbaik
10002,jels,jelas
10003,diakibtkn,diakibatkan
10004,suk,suka
10005,jelek2,jelek jelek
10006,dsrny,dasarnya
10007,jkrta,jakarta
10008,mantaap,mantap
10009,main2,main main
10010,lanjutkaaaaan,lanjutkan
10011,hiduppp,hidup
10012,ncek,encek
10013,majuuu,maju
10014,teruuss,terus
10015,kdg2,kadang kadang
10016,looohh,lo
10017,sebelumbya,sebelumnya
10018,nyampein,menyampaikan
10019,hokiii,hoki
10020,naksir,menaksir
10021,nafkahin,nafkahi
10022,ngitem,menghitam
10023,banyaaaak,banyak
10024,lhat,lihat
10025,cwek,cewek
10026,kngen,kangen
10027,fillm,film
10028,sinet,sinetron
10029,jendral,jenderal
10030,maenya,mainnya
10031,cantiks,cantik
10032,jaaangan,jangan
10033,terimaksih,terima kasih
10034,inii,ini
10035,kaannnn,kan
10036,tidakkkk,tidak
10037,kemuh,kamu
10038,keren2,keren keren
10039,pinginnn,ingin
10040,buanget,banget
10041,ketemuuu,ketemu
10042,mimpiii,mimpi
10043,wanjerrr,anjir
10044,satupunn,satupun
10045,motret,memotret
10046,lapakk,lapak
10047,nyeniii,menyeni
10048,seeh,sih
10049,deuhh,duh
10050,b2an,berduaan
10051,dihargain,dihargai
10052,tahun2,tahun tahun
10053,lebayy,lebay
10054,gilsss,gila
10055,nganbek,mengambek
10056,sukaa,suka
10057,mendam,memendam
10058,manta,mantan
10059,relaaaa,rela
10060,bgun,bangun
10061,cntk,cantik
10062,kliatan,kelihatan
10063,awoohhh,allah
10064,cantiikk,cantik
10065,sbbyak,sebanyak
10066,apun,apapun
10067,nyangkutnya,menyangkutnya
10068,ampunnnnn,ampun
10069,wadaaw,waduh
10070,paraah,parah
10071,sampw,sampai
10072,dijelekin,dijelekkan
10073,azeeeek,asyik
10074,ntikk,cantik
10075,uhh,uh
10076,mnisss,manis
10077,tambahim,tambahkan
10078,canttikkk,cantik
10079,baanggeettt,banget
10080,siiihh,sih
10081,krpoooo,kepo
10082,pengn,ingin
10083,nyok,ayo
10084,dekkk,adik
10085,ngiri,mengiri
10086,mmang,memang
10087,mnjmput,menjemput
10088,mblooo,jomblo
10089,ber'expresi,berekspresi
10090,jdulnya,judulnya
10091,ciumman,ciuman
10092,aurot,aurat
10093,laginy,laginya
10094,nyaaaaaaaaaaaaa,nya
10095,alkhamdulilah,alhamdulillah
10096,selaluu,selalu
10097,anjirrr,anjir
10098,amen,amin
10099,qm,kamu
10100,nahhh,nah
10101,ngmngnya,mengomongnya
10102,hal2,hal hal
10103,komunitas2,komunitas komunitas
10104,fotony,fotonya
10105,halllo,halo
10106,ngiritya,mengiritnya
10107,hematt,hemat
10108,ciyeeee,cie
10109,yeeee,iya
10110,nget,banget
10111,kususnya,khususnya
10112,krm,kirim
10113,sam,sama
10114,ajaaahhhhh,saja
10115,syediiihhh,sedih
10116,malangg,malang
10117,belooomm,belum
10118,kebukti,terbukti
10119,anak2e,anak anaknya
10120,tuwanya,tuanya
10121,comen2nya,komen komennya
10122,pedesssss,pedas
10123,jelas2,jelas jelas
10124,nyebut2,menyebut nyebut
10125,hellooooooo,halo
10126,ngrebut,merebut
10127,lupain,melupakan
10128,bangkret,bangkrut
10129,lahhhhhh,lah
10130,kedokk,kedok
10131,nyimak,menyimak
10132,komenx,komennya
10133,serem2,seram seram
10134,blim,belum
10135,ngerebut,merebut
10136,mnjijikaaaaaan,menjijikkan
10137,astgfrlh,astagfirullah
10138,sahabatt,sahabat
10139,gnyngka,enggak menyangka
10140,sendirir,sendiri
10141,brengsekk,berengsek
10142,ngomentnya,mengomentarinya
10143,nusuk,menusuk
10144,dpotong,dipotong
10145,helo,halo
10146,ngmgin,mengomongkan
10147,bilangg,bilang
10148,gkhianati,mengkhianati
10149,pljaran,pelajaran
10150,mngikuti,mengikuti
10151,klkuan,kelakuan
10152,dibikin2,dibuat buat
10153,nnt,nanti
10154,cew,cewek
10155,cow,cowok
10156,kasiannn,kasihan
10157,syekaliii,sekali
10158,cieeeee,cie
10159,sholihah,salihah
10160,adeuh,aduh
10161,halahh,alah
10162,luu,lu
10163,yuuks,ayo
10164,judulnyaa,judulnya
10165,ayoookkkkkk,ayo
10166,artix,artinya
10167,kepoin,mengepoi
10168,keluarin,mengeluarkan
10169,mbak2,mbak mbak
10170,komentnya,komentarnya
10171,omongin,mengomongkan
10172,ngalirrrrr,mengalir
10173,nmbah,menambah
10174,terossss,terus
10175,ngehujat,menghujat
10176,dosaa,dosa
10177,ngebela,membela
10178,seindonesiyah,seluruh indonesia
10179,seh,sih
10180,mh,mah
10181,px,punya
10182,kslhn,kesalahan
10183,skrngnya,sekarangnya
10184,kalik,kali
10185,bilangin,bilang
10186,nyambungin,menyambungkan
10187,nggali,menggali
10188,cmpur,campur
10189,nangiiiiis,menangis
10190,nangiiis,menangis
10191,ngomentarin,mengomentari
10192,idupnya,hidupnya
10193,ortunya,orang tuanya
10194,bloghhh,goblok
10195,dikata2in,diejek
10196,ngehina,menghina
10197,kebanggan,kebanggaan
10198,mnjawab,menjawab
10199,woooiiiiiiii,oi
10200,dosaaaaaaaaaa,dosa
10201,karmaaa,karma
10202,woooiiiii,oi
10203,ngkkkkkk,mengakak
10204,makny,maknya
10205,wdooohhh,waduh
10206,kasihn,kasihan
10207,lhirr,lahir
10208,hujatann,hujatan
10209,palgi,apalagi
10210,wihhh,weh
10211,kakakkk,kakak
10212,bagusss,bagus
10213,ngets,banget
10214,penbelian,pembelian
10215,cuaantik,cantik
10216,sukakkk,suka
10217,m,sama
10218,cucokkk,cocok
10219,lyt,lihat
10220,expresi,ekspresi
10221,ccok,cocok
10222,helloo,halo
10223,dripada,daripada
10224,difotoin,difoto
10225,psangan,pasangan
10226,cakepp,cakap
10227,ngiriii,mengiri
10228,coxok,cocok
10229,nihhh,nih
10230,statusx,statusnya
10231,cem,macam
10232,lagiii,lagi
10233,ammiiin,amin
10234,haddeh,aduh
10235,maaasss,mas
10236,segerrrr,segar
10237,kemn,kemana
10238,suipit,sipit
10239,sipiit,sipit
10240,kedengeran,kedengaran
10241,promil,program hamil
10242,lancr,lancar
10243,keputihn,keputihan
10244,gratisss,gratis
10245,kebayang,terbayang
10246,bz,bisa
10247,amiinn,amin
10248,ammin,amin
10249,mendapatkn,mendapatkan
10250,lucuuuk,lucu
10251,amaattt,amat
10252,yaoloh,ya allah
10253,ngerayain,merayakan
10254,sotoy,sok tau
10255,mmz,mas
10256,bikinin,buatkan
10257,bapeeeer,bawa perasaan
10258,keliatannya,kelihatannya
10259,siih,sih
10260,hadeehh,aduh
10261,pu,punya
10262,suamiiiii,suami
10263,krenn,keren
10264,kebykan,kebanyakan
10265,tingal,tinggal
10266,pernikahn,pernikahan
10267,ngtain,mengejek
10268,macem,macam
10269,bagusnyeee,bagusnya
10270,hmpir,hampir
10271,liatnyaaa,lihatnya
10272,mbuh,enggak tau
10273,waaa,wah
10274,berbiiiiiihhh,barbie
10275,canteek,cantik
10276,teru,terus
10277,nyatok,mencatok
10278,nyampenya,sampainya
10279,goncengin,boncengkan
10280,dianterin,diantar
10281,gebleg,geblek
10282,anterin,antarkan
10283,dianter,diantar
10284,disupirin,disopiri
10285,jidad,jidat
10286,novembr,november
10287,bedain,bedakan
10288,genduut,gendut
10289,ehhh,eh
10290,bertatto,bertato
10291,brrt,berarti
10292,doong,dong
10293,sblah,sebelah
10294,tauuu,tau
10295,tengaj,tengah
10296,engk,enggak
10297,apal,hafal
10298,rupa2nya,rupa rupanya
10299,tngh,tengah
10300,mknya,makanya
10301,prmpuan,perempuan
10302,ketuker,tertukar
10303,drimnanya,dari mananya
10304,cntikan,cantikan
10305,edaaaan,edan
10306,bcnda,bercanda
10307,uhhh,uh
10308,bazengg,bajingan
10309,haiii,hai
10310,bosaan,bosan
10311,gitu2,begitu begitu
10312,kmana2,kemana mana
10313,komentar2,komentar komentar
10314,kenyataan2,kenyataan kenyataan
10315,sukur2,syukur syukur
10316,baek2,baik baik
10317,berbeda2,berbeda beda
10318,dibkatakan,dikatakan
10319,doonk,dong
10320,pengikuy,pengikut
10321,ngmngin,mengomongkan
10322,maksd,maksud
10323,adkah,adakah
10324,menbelah,membelah
10325,mngira,mengira
10326,bertolernsi,bertoleransi
10327,tolernsi,toleransi
10328,sbnarnya,sebenarnya
10329,ingi,ingin
10330,oalaaaa,walah
10331,menjelekan,menjelekkan
10332,hadeuuh,aduh
10333,dikemanain,di kemanakan
10334,bpknya,bapaknya
10335,baca2,baca baca
10336,komen2,komen komen
10337,sebelum2nya,sebelum sebelumnya
10338,kangennnn,kangen
10339,gndakan,gandakan
10340,kangeeeeeeeenya,kangennya
10341,gaa,enggak
10342,gantikn,menggantikan
10343,tnang,tenang
10344,amiiiiiiiiiiiiiiiiin,amin
10345,kgeeeen,kangen
10346,kangeenn,kangen
10347,bangeeeet,banget
10348,mti,mati
10349,bngetttt,banget
10350,kangeen,kangen
10351,bgect,banget
10352,kebaikany,kebaikannya
10353,dssi,di sisi
10354,kngenn,kangen
10355,kangeeeeennn,kangen
10356,lagii,lagi
10357,dasyat,dahsyat
10358,skalii,sekali
10359,gg,enggak
10360,dtinggl,ditinggal
10361,terbaiiikkkkk,terbaik
10362,murahhh,murah
10363,pecahhg,pecah
10364,kakakgh,kakak
10365,terbaeeeek,terbaik
10366,prempuan,perempuan
10367,manteep,mantap
10368,nggeh,iya
10369,indonesiaaa,indonesia
10370,inia,ini
10371,maluu,malu
10372,cobaaaa,coba
10373,dehhh,deh
10374,cepetan,cepatan
10375,ntapsss,mantap
10376,kamiiii,kami
10377,qmu,kamu
10378,sdkit2,sedikit sedikit
10379,penyakitny,penyakitnya
10380,laenny,lainnya
10381,amiinnn,amin
10382,scpatny,secepatnya
10383,sampein,sampaikan
10384,tuany,tuanya
10385,doa2,doa doa
10386,pjg,panjang
10387,adeeek,adek
10388,bca,baca
10389,mataq,mataku
10390,byangin,membayangkan
10391,dposisi,di posisi
10392,tanda2nya,tanda tandanya
10393,dijwb,dijawab
10394,tmn2nya,teman temannya
10395,sayy,sayang
10396,fto2,foto foto
10397,dallam,dalam
10398,tentanh,tentang
10399,kejadianny,kejadiannya
10400,klg,keluarga
10401,msg2,masing masing
10402,pgnnya,inginnya
10403,meluk,memeluk
10404,siiihhh,sih
10405,caya,percaya
10406,aduhhhhhhhhh,aduh
10407,buseett,buset
10408,mblo,jomblo
10409,lucuuu,lucu
10410,gagahx,gagahnya
10411,miriiiip,mirip
10412,kaliiii,kali
10413,niru,meniru
10414,bpkmu,bapakmu
10415,sangt,sangat
10416,baang,abang
10417,gasih,enggak sih
10418,yuu,ayo
10419,yuuu,ayo
10420,ngademin,mengademkan
10421,looo,lo
10422,yokk,ayo
10423,gils,gila
10424,weeeh,weh
10425,suksea,sukses
10426,sehh,sih
10427,deket,dekat
10428,dekt,dekat
10429,genggg,geng
10430,yawloh,ya allah
10431,bhnya,bahannya
10432,loo,lo
10433,samaaaa,sama
10434,abanggku,abangku
10435,sayanggg,sayang
10436,ciieeeeeee,cie
10437,kokohh,kukuh
10438,takuttt,takut
10439,pnjual,penjual
10440,dung,dong
10441,latian,latihan
10442,aaaaaaakkk,ah
10443,mauuuu,mau
10444,tteh,embak
10445,sintron,sinetron
10446,astagaa,astaga
10447,ancurrr,hancur
10448,dblkang,di belakang
10449,yayang,sayang
10450,gokillllll,gila
10451,aplks,aplikasi
10452,ktawa,ketawa
10453,baguuus,bagus
10454,kaaan,kan
10455,ngepoin,mengepoi
10456,njirrr,anjir
10457,pengeeenn,ingin
10458,dongggg,dong
10459,hatii,hati
10460,besook,besok
10461,mauu,mau
10462,gtuu,begitu
10463,njayyy,anjir
10464,tokayyy,tai
10465,mksdku,maksudku
10466,gituin,begitukan
10467,cba,coba
10468,nh,nih
10469,giniin,beginikan
10470,ksini,kesini
10471,kubarikan,kuberikan
10472,ayank,sayang
10473,anyeng,anjing
10474,yankkk,sayang
10475,cukurrr,cukur
10476,gilaaaaaa,gila
10477,yhaaa,ya
10478,qaqaaaa,kakak
10479,sayangkuuuuu,sayangku
10480,kakakuuu,kakakku
10481,banx,abang
10482,edannn,edan
10483,bape,bawa perasaan
10484,ngelahirin,melahirkan
10485,paksain,memaksa
10486,biasaa,biasa
10487,hubunggi,hubungi
10488,loooh,lo
10489,telimakacih,terima kasih
10490,cantiiiik,cantik
10491,didapet,didapat
10492,tanya2,tanya tanya
10493,pede,percaya diri
10494,kuningggg,kuning
10495,nyolot,menyolot
10496,elahh,alah
10497,bela2in,bela bela
10498,marah2an,marahan
10499,wlaupun,walaupun
10500,syantiiiiikkkkkkkkkkkk,cantik
10501,hijabb,hijab
10502,kerrennn,keren
10503,pan,kapan
10504,mateeeek,mati
10505,geetoo,begitu
10506,sewain,menyewa
10507,kokkk,kok
10508,muluuu,melulu
10509,yaaang,yang
10510,iyaa,iya
10511,gituu,begitu
10512,yappp,iya
10513,uwahhhhh,weh
10514,bnr2,benar benar
10515,psgn,pasangan
10516,ujg,ujung
10517,rmbut,rambut
10518,hayukk,ayo
10519,ntab,mantap
10520,atuhhh,atuh
10521,yukss,ayo
10522,lihaatttt,lihat
10523,niiiihh,nih
10524,liattt,lihat
10525,cuyyy,coy
10526,liatiii,lihat
10527,jombsss,jomblo
10528,emesshhh,gemas
10529,gemeessss,gemas
10530,poollll,pol
10531,gemesyak,gemas ya
10532,bngttt,banget
10533,ngegmesin,menggemaskan
10534,hndak,hendak
10535,hndk,hendak
10536,iiih,ih
10537,lutunaa,lucunya
10538,abiz,habis
10539,ngareppppp,mengharap
10540,aamiinin,amin
10541,imuutt,imut
10542,abizzz,habis
10543,tay,tai
10544,toketnya,teteknya
10545,tumpe2,tumpah tumpah
10546,lenje,sok cantik
10547,tuuuuh,itu
10548,cantinya,cantiknya
10549,macam2,macam macam
10550,mbaknyaahh,mbaknya
10551,pyudara,payudara
10552,ditutupin,ditutupi
10553,ngomongnya,mengomongnya
10554,cantiik2,cantik cantik
10555,srng,sering
10556,ngilang,menghilang
10557,dikatain,diejek
10558,maluuu,malu
10559,brisi,berisi
10560,pkoknya,pokoknya
10561,canti,cantik
10562,astagfirullh,astagfirullah
10563,nutupin,menutupi
10564,ori,orisinal
10565,dbwh,di bawah
10566,bukti2,bukti bukti
10567,senenggg,senang
10568,murhan,murahan
10569,prwtn,perawatan
10570,wjh,wajah
10571,bgettt,banget
10572,mereka2,mereka mereka
10573,pakke,pakai
10574,ktergantungan,ketergantungan
10575,prwatn,perawatan
10576,ngebuktiin,membuktikan
10577,hslnya,hasilnya
10578,awal2,awal awal
10579,setabil,stabil
10580,gratiss,gratis
10581,bbrpa,beberapa
10582,ajaibb,ajaib
10583,setujuuu,setuju
10584,digituin,dibegitukan
10585,ajarin,ajarkan
10586,mrnghadapi,menghadapi
10587,naka,nakal
10588,sdkt,sedikit
10589,besar2in,besar besarkan
10590,bgmana,bagaimana
10591,sinetrn,sinetron
10592,mrusak,merusak
10593,sebnyak,sebanyak
10594,terburu2,terburu buru
10595,baik2,baik baik
10596,ngumpat2,mengumpat umpat
10597,ngegampar,menggampar
10598,ngelaporin,melaporkan
10599,konsekwensi,konsekuensi
10600,muliany,mulianya
10601,mungki,mungkin
10602,bacahalah,bacalah
10603,dikerasin,dikerasi
10604,gkkan,enggak akan
10605,ngulangin,mengulangi
10606,bedaa,beda
10607,pnyaa,punya
10608,bol3h,boleh
10609,ketauan,ketahuan
10610,dimarahin,dimarahi
10611,nyelesain,menyelesaikan
10612,kerasin,kerasi
10613,kamu2,kamu kamu
10614,cewer,jewer
10615,bilanh,bilang
10616,jwban,jawaban
10617,nuduh,menuduh
10618,rajin2,rajin rajin
10619,bacaaaa,baca
10620,kekk,kayak
10621,jungkiir,jungkir
10622,gunaa,guna
10623,bales2in,membalas
10624,orangg,orang
10625,tauuuu,tau
10626,kepad,kepada
10627,bantuanny,bantuannya
10628,ttinggi,tinggi
10629,perna,pernah
10630,grgr,gara gara
10631,jari2,jari jari
10632,pukulin,pukuli
10633,bengkak2,bengkak bengkak
10634,komentarin,komentari
10635,bijak2,bijak bijak
10636,lama2,lama lama
10637,menurur,menurut
10638,tipe2,tipe tipe
10639,diliat,dilihat
10640,liatlah,lihatlah
10641,teguran2,teguran teguran
10642,klas,kelas
10643,grunya,gurunya
10644,pndah,pindah
10645,liat2,lihat lihat
10646,masukin,memasukkan
10647,dilindungin,dilindungi
10648,kasiaannn,kasihan
10649,miring2,miring miring
10650,kaitannha,kaitannya
10651,sud,sudah
10652,rana,ranah
10653,bhkn,bahkan
10654,justeru,justru
10655,kln,kalian
10656,termuraaahhhh,termurah
10657,brkunjun,berkunjung
10658,suarranya,suaranya
10659,bner2,benar benar
10660,iu,itu
10661,bgussss,bagus
10662,ambilin,ambilkan
10663,biasaaaa,biasa
10664,luuuaar,luar
10665,redho,rida
10666,rezki,rezeki
10667,kepd,kepada
10668,luaarrr,luar
10669,biasaaa,biasa
10670,jadilh,jadilah
10671,terhaaru,terharu
10672,orrunya,orang tuanya
10673,flm,film
10674,adek2,adek adek
10675,loncatt,loncat
10676,hampasss,hempas
10677,tehh,teh
10678,bunga2,bunga bunga
10679,apaaan,apaan
10680,ampuuunn,ampun
10681,daaah,dah
10682,bangetttttt,banget
10683,ituh,itu
10684,cantiiikk,cantik
10685,suaranyaaaaaa,suaranya
10686,idoolaaa,idola
10687,pulaa,pula
10688,penyanyi2,penyanyi penyanyi
10689,wiih,weh
10690,apaa,apa
10691,miriip,mirip
10692,allaahh,allah
10693,ajahhh,saja
10694,dehat,sehat
10695,salammmm,salam
10696,hari2,hari hari
10697,buruann,buruan
10698,rekomendain,rekomendasikan
10699,trussss,terus
10700,bangt,banget
10701,prawatan,perawatan
10702,mkin,makin
10703,dimao,dinamo
10704,silahkn,silakan
10705,kasiatnya,khasiatnya
10706,minyak2an,minyak minyakan
10707,suksess,sukses
10708,prodak,produk
10709,minpi,mimpi
10710,mutihin,memutihkan
10711,smster,semester
10712,ucull,lucu
10713,ngomong2,ngomong ngomong
10714,syngnya,sayangnya
10715,dipermainin,dipermainkan
10716,kocakkk,kocak
10717,dasarrr,dasar
10718,waaaaw,wow
10719,cannnnntikkkkkkk,cantik
10720,mukax,mukanya
10721,cantikx,cantiknya
10722,fatanik,fanatik
10723,protestin,protestan
10724,kakau,kalau
10725,marh,marah
10726,emngnya,memangnya
10727,cantiknyaa,cantiknya
10728,darpada,daripada
10729,cooooooocok,cocok
10730,pkk,pakai
10731,sling,saling
10732,agamany,agamanya
10733,bilng,bilang
10734,prcy,percaya
10735,lurusin,meluruskan
10736,biri,biru
10737,luco,lucu
10738,ultha,ultah
10739,batikk,batik
10740,arab2,arab arab
10741,baguss,bagus
10742,sedihhh,sedih
10743,naaaak,nak
10744,astafirullah,astagfirullah
10745,peragain,peragakan
10746,shayyy,say
10747,anjaayy,anjir
10748,shay,say
10749,ngilerrrr,mengiler
10750,woyyy,oi
10751,shaaaay,say
10752,hempaass,hempas
10753,sayyy,say
10754,shayy,say
10755,syantiek,cantik
10756,njay,anjir
10757,hehh,eh
10758,cantik2,cantik cantik
10759,kam,kamu
10760,ingeet,ingat
10761,amiiiiin,amin
10762,jauhhh,jauh
10763,waaahhh,wah
10764,ajakin,ajak
10765,mntn,mantan
10766,ade,adek
10767,luhhh,lu
10768,yooookkk,ayo
10769,jrnk,jarang
10770,kayax,kayak
10771,anjirr,anjir
10772,mirippp,mirip
10773,sangattt,sangat
10774,mayann,lumayan
10775,autuhh,enggak tau itu
10776,atutt,takut
10777,ketara,tertara
10778,giniii,begini
10779,mbaaass,mbak
10780,bund,bunda
10781,bangeeettt,banget
10782,almh,almarhumah
10783,temenkuuh,temanku
10784,bngeeeetttt,banget
10785,entr,entar
10786,kyax,kayak
10787,cuantikkk,cantik
10788,kaaaaaaaaaakkkkkkkkkkk,kakak
10789,kucingny,kucingnya
10790,panggilanya,panggilannya
10791,panggilany,panggilannya
10792,kalw,kalau
10793,tips2,tips tips
10794,ngerrrriiii,ngeri
10795,ngriii,mengiri
10796,amatt,amat
10797,kox,kok
10798,cntikk,cantik
10799,pkee,pakai
10800,amiiiiinnn,amin
